taxonomy_version,level,node_id,node_name,node_type,is_terminal,evidence_status,path_ids,path_names,path
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-034,恋爱与亲密关系,terminal,true,evidence_backed_candidate,L1-005 > L2-011 > L3-034,人际关系与社交 > 关系与相处 > 恋爱与亲密关系,人际关系与社交 > 关系与相处 > 恋爱与亲密关系
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-035,朋友同学关系与相处,terminal,true,evidence_backed_candidate,L1-005 > L2-011 > L3-035,人际关系与社交 > 关系与相处 > 朋友同学关系与相处,人际关系与社交 > 关系与相处 > 朋友同学关系与相处
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-036,家庭与亲属关系,terminal,true,evidence_backed_candidate,L1-005 > L2-011 > L3-036,人际关系与社交 > 关系与相处 > 家庭与亲属关系,人际关系与社交 > 关系与相处 > 家庭与亲属关系
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-046,个人身份、特征与自我认知,terminal,true,provisional_low_or_unvalidated,L1-005 > L2-046,人际关系与社交 > 个人身份、特征与自我认知,人际关系与社交 > 个人身份、特征与自我认知
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-012,社交安排与社群参与,group,false,evidence_backed_candidate,L1-005 > L2-012,人际关系与社交 > 社交安排与社群参与,人际关系与社交 > 社交安排与社群参与
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-038,见面、聚会与交流安排,terminal,true,evidence_backed_candidate,L1-005 > L2-012 > L3-038,人际关系与社交 > 社交安排与社群参与 > 见面、聚会与交流安排,人际关系与社交 > 社交安排与社群参与 > 见面、聚会与交流安排
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-039,社群参与与成员交流,terminal,true,evidence_backed_candidate,L1-005 > L2-012 > L3-039,人际关系与社交 > 社交安排与社群参与 > 社群参与与成员交流,人际关系与社交 > 社交安排与社群参与 > 社群参与与成员交流
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-040,玩笑、梗与语言游戏,terminal,true,evidence_backed_candidate,L1-005 > L2-012 > L3-040,人际关系与社交 > 社交安排与社群参与 > 玩笑、梗与语言游戏,人际关系与社交 > 社交安排与社群参与 > 玩笑、梗与语言游戏
classin-im-semantic-taxonomy-v2.1-candidate,1,L1-006,娱乐与创作,domain,false,evidence_backed_candidate,L1-006,娱乐与创作,娱乐与创作
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-013,娱乐内容、游玩与兴趣收藏,group,false,evidence_backed_candidate,L1-006 > L2-013,娱乐与创作 > 娱乐内容、游玩与兴趣收藏,娱乐与创作 > 娱乐内容、游玩与兴趣收藏
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-041,游戏与游玩,terminal,true,evidence_backed_candidate,L1-006 > L2-013 > L3-041,娱乐与创作 > 娱乐内容、游玩与兴趣收藏 > 游戏与游玩,娱乐与创作 > 娱乐内容、游玩与兴趣收藏 > 游戏与游玩
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-042,影视、动漫与文学作品,terminal,true,evidence_backed_candidate,L1-006 > L2-013 > L3-042,娱乐与创作 > 娱乐内容、游玩与兴趣收藏 > 影视、动漫与文学作品,娱乐与创作 > 娱乐内容、游玩与兴趣收藏 > 影视、动漫与文学作品
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-043,音乐作品、演出与艺人文化,terminal,true,evidence_backed_candidate,L1-006 > L2-013 > L3-043,娱乐与创作 > 娱乐内容、游玩与兴趣收藏 > 音乐作品、演出与艺人文化,娱乐与创作 > 娱乐内容、游玩与兴趣收藏 > 音乐作品、演出与艺人文化
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-083,体育赛事与运动娱乐,terminal,true,provisional_low_or_unvalidated,L1-006 > L2-013 > L3-083,娱乐与创作 > 娱乐内容、游玩与兴趣收藏 > 体育赛事与运动娱乐,娱乐与创作 > 娱乐内容、游玩与兴趣收藏 > 体育赛事与运动娱乐
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-049,兴趣周边与收藏,terminal,true,provisional_low_or_unvalidated,L1-006 > L2-013 > L3-049,娱乐与创作 > 娱乐内容、游玩与兴趣收藏 > 兴趣周边与收藏,娱乐与创作 > 娱乐内容、游玩与兴趣收藏 > 兴趣周边与收藏
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-014,内容创作与虚构互动,group,false,evidence_backed_candidate,L1-006 > L2-014,娱乐与创作 > 内容创作与虚构互动,娱乐与创作 > 内容创作与虚构互动
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-045,视觉艺术与手作创作,terminal,true,provisional_low_or_unvalidated,L1-006 > L2-014 > L3-045,娱乐与创作 > 内容创作与虚构互动 > 视觉艺术与手作创作,娱乐与创作 > 内容创作与虚构互动 > 视觉艺术与手作创作
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-046,故事、角色设定与虚构互动,terminal,true,evidence_backed_candidate,L1-006 > L2-014 > L3-046,娱乐与创作 > 内容创作与虚构互动 > 故事、角色设定与虚构互动,娱乐与创作 > 内容创作与虚构互动 > 故事、角色设定与虚构互动
classin-im-semantic-taxonomy-v2.1-candidate,3,L3-047,音视频与多媒体创作,terminal,true,evidence_backed_candidate,L1-006 > L2-014 > L3-047,娱乐与创作 > 内容创作与虚构互动 > 音视频与多媒体创作,娱乐与创作 > 内容创作与虚构互动 > 音视频与多媒体创作
classin-im-semantic-taxonomy-v2.1-candidate,1,L1-007,日常生活、健康与出行,domain,false,evidence_backed_candidate,L1-007,日常生活、健康与出行,日常生活、健康与出行
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-047,日常起居与生活事务,terminal,true,evidence_backed_candidate,L1-007 > L2-047,日常生活、健康与出行 > 日常起居与生活事务,日常生活、健康与出行 > 日常起居与生活事务
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-048,个人近况、经历与日常安排,terminal,true,provisional_low_or_unvalidated,L1-007 > L2-048,日常生活、健康与出行 > 个人近况、经历与日常安排,日常生活、健康与出行 > 个人近况、经历与日常安排
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-049,宠物与动物生活,terminal,true,provisional_low_or_unvalidated,L1-007 > L2-049,日常生活、健康与出行 > 宠物与动物生活,日常生活、健康与出行 > 宠物与动物生活
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-050,健康与身体活动,terminal,true,evidence_backed_candidate,L1-007 > L2-050,日常生活、健康与出行 > 健康与身体活动,日常生活、健康与出行 > 健康与身体活动
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-051,天气与自然环境状况,terminal,true,evidence_backed_candidate,L1-007 > L2-051,日常生活、健康与出行 > 天气与自然环境状况,日常生活、健康与出行 > 天气与自然环境状况
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-052,位置、行程与旅行,terminal,true,evidence_backed_candidate,L1-007 > L2-052,日常生活、健康与出行 > 位置、行程与旅行,日常生活、健康与出行 > 位置、行程与旅行
classin-im-semantic-taxonomy-v2.1-candidate,1,L1-011,教育路径与研究,domain,false,evidence_backed_candidate,L1-011,教育路径与研究,教育路径与研究
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-053,校园事务与教育路径,terminal,true,evidence_backed_candidate,L1-011 > L2-053,教育路径与研究 > 校园事务与教育路径,教育路径与研究 > 校园事务与教育路径
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-054,专业研究与学术发表,terminal,true,provisional_low_or_unvalidated,L1-011 > L2-054,教育路径与研究 > 专业研究与学术发表,教育路径与研究 > 专业研究与学术发表
classin-im-semantic-taxonomy-v2.1-candidate,1,L1-012,商业、消费与金融,domain,false,evidence_backed_candidate,L1-012,商业、消费与金融,商业、消费与金融
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-056,商业与消费,terminal,true,provisional_low_or_unvalidated,L1-012 > L2-056,商业、消费与金融 > 商业与消费,商业、消费与金融 > 商业与消费
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-057,金融市场分析与交易,terminal,true,evidence_backed_candidate,L1-012 > L2-057,商业、消费与金融 > 金融市场分析与交易,商业、消费与金融 > 金融市场分析与交易
classin-im-semantic-taxonomy-v2.1-candidate,1,L1-013,法律与公共事务,domain,false,evidence_backed_candidate,L1-013,法律与公共事务,法律与公共事务
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-058,法律、权利与公共安全,terminal,true,provisional_low_or_unvalidated,L1-013 > L2-058,法律与公共事务 > 法律、权利与公共安全,法律与公共事务 > 法律、权利与公共安全
classin-im-semantic-taxonomy-v2.1-candidate,2,L2-059,公共事务与社会信息,terminal,true,provisional_low_or_unvalidated,L1-013 > L2-059,法律与公共事务 > 公共事务与社会信息,法律与公共事务 > 公共事务与社会信息
