taxonomy_version,level,node_id,node_name,path_ids,path_names,review_status
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,3,L3-094,工作安排与职场关系,L1-011 > L2-036 > L3-094,教育路径、研究与职业 > 职业与工作 > 工作安排与职场关系,low_or_unvalidated_evidence
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,1,L1-012,商业、消费与金融,L1-012,商业、消费与金融,candidate_pending_migration_validation
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,2,L2-037,商业与消费,L1-012 > L2-037,商业、消费与金融 > 商业与消费,candidate_pending_migration_validation
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,3,L3-063,商业经营与客户服务,L1-012 > L2-037 > L3-063,商业、消费与金融 > 商业与消费 > 商业经营与客户服务,low_or_unvalidated_evidence
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,3,L3-064,个人消费与购买,L1-012 > L2-037 > L3-064,商业、消费与金融 > 商业与消费 > 个人消费与购买,candidate_pending_migration_validation
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,2,L2-038,金融与经济,L1-012 > L2-038,商业、消费与金融 > 金融与经济,candidate_pending_migration_validation
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,3,L3-065,金融市场分析与交易,L1-012 > L2-038 > L3-065,商业、消费与金融 > 金融与经济 > 金融市场分析与交易,candidate_pending_migration_validation
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,3,L3-066,宏观、行业与企业信息,L1-012 > L2-038 > L3-066,商业、消费与金融 > 金融与经济 > 宏观、行业与企业信息,low_or_unvalidated_evidence
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,3,L3-095,金融与交易安全,L1-012 > L2-038 > L3-095,商业、消费与金融 > 金融与经济 > 金融与交易安全,low_or_unvalidated_evidence
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,1,L1-013,法律与公共事务,L1-013,法律与公共事务,candidate_pending_migration_validation
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,2,L2-039,法律与公共安全,L1-013 > L2-039,法律与公共事务 > 法律与公共安全,candidate_pending_migration_validation
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,3,L3-096,法律规则、权利与维权,L1-013 > L2-039 > L3-096,法律与公共事务 > 法律与公共安全 > 法律规则、权利与维权,candidate_pending_migration_validation
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,3,L3-097,公共安全与制度性风险,L1-013 > L2-039 > L3-097,法律与公共事务 > 法律与公共安全 > 公共安全与制度性风险,low_or_unvalidated_evidence
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,2,L2-040,公共事务与社会信息,L1-013 > L2-040,法律与公共事务 > 公共事务与社会信息,low_or_unvalidated_evidence
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,3,L3-098,政策、政治与社会议题,L1-013 > L2-040 > L3-098,法律与公共事务 > 公共事务与社会信息 > 政策、政治与社会议题,low_or_unvalidated_evidence
classin-im-semantic-topic-taxonomy-v2-candidate-20260902,3,L3-099,公共运行与事件信息,L1-013 > L2-040 > L3-099,法律与公共事务 > 公共事务与社会信息 > 公共运行与事件信息,low_or_unvalidated_evidence
